test_id,node,test_category,test_description,test,result,failure_reason
837,leaf3-DC1,Routing Table,Remote Lo0 address,192.168.101.12,PASS,
838,leaf3-DC1,Routing Table,Remote Lo0 address,192.168.201.15,FAIL,Lo0 192.168.201.15 is not in the routing table
839,leaf3-DC1,Routing Table,Remote Lo0 address,192.168.101.13,PASS,
840,leaf3-DC1,Routing Table,Remote Lo0 address,192.168.201.16,FAIL,Lo0 192.168.201.16 is not in the routing table
841,leaf3-DC2,Routing Table,Remote Lo0 address,192.168.101.5,PASS,
842,leaf3-DC2,Routing Table,Remote Lo0 address,192.168.201.11,PASS,
843,leaf3-DC2,Routing Table,Remote Lo0 address,192.168.101.6,PASS,
844,leaf3-DC2,Routing Table,Remote Lo0 address,192.168.201.12,PASS,
845,leaf3-DC2,Routing Table,Remote Lo0 address,192.168.101.1,PASS,
846,leaf3-DC2,Routing Table,Remote Lo0 address,192.168.201.7,PASS,
847,leaf3-DC2,Routing Table,Remote Lo0 address,192.168.101.2,PASS,
848,leaf3-DC2,Routing Table,Remote Lo0 address,192.168.201.8,PASS,
849,leaf3-DC2,Routing Table,Remote Lo0 address,192.168.101.3,FAIL,Lo0 192.168.101.3 is not in the routing table
850,leaf3-DC2,Routing Table,Remote Lo0 address,192.168.201.9,PASS,
851,leaf3-DC2,Routing Table,Remote Lo0 address,192.168.101.4,FAIL,Lo0 192.168.101.4 is not in the routing table
852,leaf3-DC2,Routing Table,Remote Lo0 address,192.168.201.10,PASS,
853,leaf3-DC2,Routing Table,Remote Lo0 address,192.168.101.11,PASS,
854,leaf3-DC2,Routing Table,Remote Lo0 address,192.168.201.14,PASS,
855,leaf3-DC2,Routing Table,Remote Lo0 address,192.168.101.12,PASS,
856,leaf3-DC2,Routing Table,Remote Lo0 address,192.168.201.15,PASS,
857,leaf3-DC2,Routing Table,Remote Lo0 address,192.168.101.13,PASS,
858,leaf3-DC2,Routing Table,Remote Lo0 address,192.168.201.16,PASS,
859,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.101.5,FAIL,Lo0 192.168.101.5 is not in the routing table
860,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.201.11,FAIL,Lo0 192.168.201.11 is not in the routing table
861,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.101.6,FAIL,Lo0 192.168.101.6 is not in the routing table
862,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.201.12,FAIL,Lo0 192.168.201.12 is not in the routing table
863,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.101.1,PASS,
864,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.201.7,FAIL,Lo0 192.168.201.7 is not in the routing table
865,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.101.2,PASS,
866,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.201.8,FAIL,Lo0 192.168.201.8 is not in the routing table
867,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.101.3,PASS,
868,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.201.9,FAIL,Lo0 192.168.201.9 is not in the routing table
869,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.101.4,PASS,
870,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.201.10,FAIL,Lo0 192.168.201.10 is not in the routing table
871,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.101.11,PASS,
872,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.201.14,FAIL,Lo0 192.168.201.14 is not in the routing table
873,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.101.12,PASS,
874,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.201.15,FAIL,Lo0 192.168.201.15 is not in the routing table
875,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.101.13,PASS,
876,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.201.16,FAIL,Lo0 192.168.201.16 is not in the routing table
877,leaf4-DC2,Routing Table,Remote Lo0 address,192.168.101.5,PASS,
878,leaf4-DC2,Routing Table,Remote Lo0 address,192.168.201.11,PASS,
879,leaf4-DC2,Routing Table,Remote Lo0 address,192.168.101.6,PASS,
880,leaf4-DC2,Routing Table,Remote Lo0 address,192.168.201.12,PASS,
881,leaf4-DC2,Routing Table,Remote Lo0 address,192.168.101.1,PASS,
882,leaf4-DC2,Routing Table,Remote Lo0 address,192.168.201.7,PASS,
883,leaf4-DC2,Routing Table,Remote Lo0 address,192.168.101.2,PASS,
884,leaf4-DC2,Routing Table,Remote Lo0 address,192.168.201.8,PASS,
885,leaf4-DC2,Routing Table,Remote Lo0 address,192.168.101.3,FAIL,Lo0 192.168.101.3 is not in the routing table
886,leaf4-DC2,Routing Table,Remote Lo0 address,192.168.201.9,PASS,
887,leaf4-DC2,Routing Table,Remote Lo0 address,192.168.101.4,FAIL,Lo0 192.168.101.4 is not in the routing table
888,leaf4-DC2,Routing Table,Remote Lo0 address,192.168.201.10,PASS,
889,leaf4-DC2,Routing Table,Remote Lo0 address,192.168.101.11,PASS,
890,leaf4-DC2,Routing Table,Remote Lo0 address,192.168.201.14,PASS,
891,leaf4-DC2,Routing Table,Remote Lo0 address,192.168.101.12,PASS,
892,leaf4-DC2,Routing Table,Remote Lo0 address,192.168.201.15,PASS,
893,leaf4-DC2,Routing Table,Remote Lo0 address,192.168.101.13,PASS,
894,leaf4-DC2,Routing Table,Remote Lo0 address,192.168.201.16,PASS,
895,borderleaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC1 - 192.168.101.5 Destination: 192.168.101.5,FAIL,100% packet loss
896,borderleaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC1 - 192.168.101.5 Destination: 192.168.201.11,FAIL,100% packet loss
897,borderleaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC1 - 192.168.101.5 Destination: 192.168.101.6,FAIL,100% packet loss
898,borderleaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC1 - 192.168.101.5 Destination: 192.168.201.12,FAIL,100% packet loss
899,borderleaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC1 - 192.168.101.5 Destination: 192.168.101.1,FAIL,100% packet loss
900,borderleaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC1 - 192.168.101.5 Destination: 192.168.201.7,FAIL,100% packet loss
901,borderleaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC1 - 192.168.101.5 Destination: 192.168.101.2,FAIL,100% packet loss
902,borderleaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC1 - 192.168.101.5 Destination: 192.168.201.8,FAIL,100% packet loss
903,borderleaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC1 - 192.168.101.5 Destination: 192.168.101.3,FAIL,100% packet loss
904,borderleaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC1 - 192.168.101.5 Destination: 192.168.201.9,FAIL,100% packet loss
905,borderleaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC1 - 192.168.101.5 Destination: 192.168.101.4,FAIL,100% packet loss
906,borderleaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC1 - 192.168.101.5 Destination: 192.168.201.10,FAIL,100% packet loss
907,borderleaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC1 - 192.168.101.5 Destination: 192.168.101.11,FAIL,100% packet loss
908,borderleaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC1 - 192.168.101.5 Destination: 192.168.201.14,FAIL,100% packet loss
909,borderleaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC1 - 192.168.101.5 Destination: 192.168.101.12,FAIL,100% packet loss
910,borderleaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC1 - 192.168.101.5 Destination: 192.168.201.15,FAIL,100% packet loss
911,borderleaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC1 - 192.168.101.5 Destination: 192.168.101.13,FAIL,100% packet loss
912,borderleaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC1 - 192.168.101.5 Destination: 192.168.201.16,FAIL,100% packet loss
913,borderleaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC2 - 192.168.201.11 Destination: 192.168.101.5,FAIL,100% packet loss
914,borderleaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC2 - 192.168.201.11 Destination: 192.168.201.11,FAIL,100% packet loss
915,borderleaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC2 - 192.168.201.11 Destination: 192.168.101.6,FAIL,100% packet loss
916,borderleaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC2 - 192.168.201.11 Destination: 192.168.201.12,FAIL,100% packet loss
917,borderleaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC2 - 192.168.201.11 Destination: 192.168.101.1,FAIL,100% packet loss
918,borderleaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC2 - 192.168.201.11 Destination: 192.168.201.7,FAIL,100% packet loss
919,borderleaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC2 - 192.168.201.11 Destination: 192.168.101.2,FAIL,100% packet loss
920,borderleaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC2 - 192.168.201.11 Destination: 192.168.201.8,FAIL,100% packet loss
921,borderleaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC2 - 192.168.201.11 Destination: 192.168.101.3,FAIL,100% packet loss
922,borderleaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC2 - 192.168.201.11 Destination: 192.168.201.9,FAIL,100% packet loss
923,borderleaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC2 - 192.168.201.11 Destination: 192.168.101.4,FAIL,100% packet loss
924,borderleaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC2 - 192.168.201.11 Destination: 192.168.201.10,FAIL,100% packet loss
925,borderleaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC2 - 192.168.201.11 Destination: 192.168.101.11,FAIL,100% packet loss
926,borderleaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC2 - 192.168.201.11 Destination: 192.168.201.14,FAIL,100% packet loss
927,borderleaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC2 - 192.168.201.11 Destination: 192.168.101.12,FAIL,100% packet loss
928,borderleaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC2 - 192.168.201.11 Destination: 192.168.201.15,FAIL,100% packet loss
929,borderleaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC2 - 192.168.201.11 Destination: 192.168.101.13,FAIL,100% packet loss
930,borderleaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf1-DC2 - 192.168.201.11 Destination: 192.168.201.16,FAIL,100% packet loss
931,borderleaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC1 - 192.168.101.6 Destination: 192.168.101.5,FAIL,100% packet loss
932,borderleaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC1 - 192.168.101.6 Destination: 192.168.201.11,FAIL,100% packet loss
933,borderleaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC1 - 192.168.101.6 Destination: 192.168.101.6,FAIL,100% packet loss
934,borderleaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC1 - 192.168.101.6 Destination: 192.168.201.12,FAIL,100% packet loss
935,borderleaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC1 - 192.168.101.6 Destination: 192.168.101.1,FAIL,100% packet loss
936,borderleaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC1 - 192.168.101.6 Destination: 192.168.201.7,FAIL,100% packet loss
937,borderleaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC1 - 192.168.101.6 Destination: 192.168.101.2,FAIL,100% packet loss
938,borderleaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC1 - 192.168.101.6 Destination: 192.168.201.8,FAIL,100% packet loss
939,borderleaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC1 - 192.168.101.6 Destination: 192.168.101.3,FAIL,100% packet loss
940,borderleaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC1 - 192.168.101.6 Destination: 192.168.201.9,FAIL,100% packet loss
941,borderleaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC1 - 192.168.101.6 Destination: 192.168.101.4,FAIL,100% packet loss
942,borderleaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC1 - 192.168.101.6 Destination: 192.168.201.10,FAIL,100% packet loss
943,borderleaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC1 - 192.168.101.6 Destination: 192.168.101.11,FAIL,100% packet loss
944,borderleaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC1 - 192.168.101.6 Destination: 192.168.201.14,FAIL,100% packet loss
945,borderleaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC1 - 192.168.101.6 Destination: 192.168.101.12,FAIL,100% packet loss
946,borderleaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC1 - 192.168.101.6 Destination: 192.168.201.15,FAIL,100% packet loss
947,borderleaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC1 - 192.168.101.6 Destination: 192.168.101.13,FAIL,100% packet loss
948,borderleaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC1 - 192.168.101.6 Destination: 192.168.201.16,FAIL,100% packet loss
949,borderleaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC2 - 192.168.201.12 Destination: 192.168.101.5,FAIL,100% packet loss
950,borderleaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC2 - 192.168.201.12 Destination: 192.168.201.11,FAIL,100% packet loss
951,borderleaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC2 - 192.168.201.12 Destination: 192.168.101.6,FAIL,100% packet loss
952,borderleaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC2 - 192.168.201.12 Destination: 192.168.201.12,FAIL,100% packet loss
953,borderleaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC2 - 192.168.201.12 Destination: 192.168.101.1,FAIL,100% packet loss
954,borderleaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC2 - 192.168.201.12 Destination: 192.168.201.7,FAIL,100% packet loss
955,borderleaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC2 - 192.168.201.12 Destination: 192.168.101.2,FAIL,100% packet loss
956,borderleaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC2 - 192.168.201.12 Destination: 192.168.201.8,FAIL,100% packet loss
957,borderleaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC2 - 192.168.201.12 Destination: 192.168.101.3,FAIL,100% packet loss
958,borderleaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC2 - 192.168.201.12 Destination: 192.168.201.9,FAIL,100% packet loss
959,borderleaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC2 - 192.168.201.12 Destination: 192.168.101.4,FAIL,100% packet loss
960,borderleaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC2 - 192.168.201.12 Destination: 192.168.201.10,FAIL,100% packet loss
961,borderleaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC2 - 192.168.201.12 Destination: 192.168.101.11,FAIL,100% packet loss
962,borderleaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC2 - 192.168.201.12 Destination: 192.168.201.14,FAIL,100% packet loss
963,borderleaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC2 - 192.168.201.12 Destination: 192.168.101.12,FAIL,100% packet loss
964,borderleaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC2 - 192.168.201.12 Destination: 192.168.201.15,FAIL,100% packet loss
965,borderleaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC2 - 192.168.201.12 Destination: 192.168.101.13,FAIL,100% packet loss
966,borderleaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: borderleaf2-DC2 - 192.168.201.12 Destination: 192.168.201.16,FAIL,100% packet loss
967,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.101.5,FAIL,100% packet loss
968,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.201.11,FAIL,100% packet loss
969,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.101.6,FAIL,100% packet loss
970,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.201.12,FAIL,100% packet loss
971,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.101.1,FAIL,100% packet loss
972,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.201.7,FAIL,100% packet loss
973,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.101.2,FAIL,100% packet loss
974,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.201.8,FAIL,100% packet loss
975,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.101.3,FAIL,100% packet loss
976,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.201.9,FAIL,100% packet loss
977,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.101.4,FAIL,100% packet loss
978,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.201.10,FAIL,100% packet loss
979,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.101.11,FAIL,100% packet loss
980,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.201.14,FAIL,100% packet loss
981,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.101.12,FAIL,100% packet loss
982,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.201.15,FAIL,100% packet loss
983,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.101.13,FAIL,100% packet loss
984,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.201.16,FAIL,100% packet loss
985,leaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC2 - 192.168.201.7 Destination: 192.168.101.5,FAIL,100% packet loss
986,leaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC2 - 192.168.201.7 Destination: 192.168.201.11,FAIL,100% packet loss
987,leaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC2 - 192.168.201.7 Destination: 192.168.101.6,FAIL,100% packet loss
988,leaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC2 - 192.168.201.7 Destination: 192.168.201.12,FAIL,100% packet loss
989,leaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC2 - 192.168.201.7 Destination: 192.168.101.1,FAIL,100% packet loss
990,leaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC2 - 192.168.201.7 Destination: 192.168.201.7,FAIL,100% packet loss
991,leaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC2 - 192.168.201.7 Destination: 192.168.101.2,FAIL,100% packet loss
992,leaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC2 - 192.168.201.7 Destination: 192.168.201.8,FAIL,100% packet loss
993,leaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC2 - 192.168.201.7 Destination: 192.168.101.3,FAIL,100% packet loss
994,leaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC2 - 192.168.201.7 Destination: 192.168.201.9,FAIL,100% packet loss
995,leaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC2 - 192.168.201.7 Destination: 192.168.101.4,FAIL,100% packet loss
996,leaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC2 - 192.168.201.7 Destination: 192.168.201.10,FAIL,100% packet loss
997,leaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC2 - 192.168.201.7 Destination: 192.168.101.11,FAIL,100% packet loss
998,leaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC2 - 192.168.201.7 Destination: 192.168.201.14,FAIL,100% packet loss
999,leaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC2 - 192.168.201.7 Destination: 192.168.101.12,FAIL,100% packet loss
1000,leaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC2 - 192.168.201.7 Destination: 192.168.201.15,FAIL,100% packet loss
1001,leaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC2 - 192.168.201.7 Destination: 192.168.101.13,FAIL,100% packet loss
1002,leaf1-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC2 - 192.168.201.7 Destination: 192.168.201.16,FAIL,100% packet loss
1003,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.101.5,FAIL,100% packet loss
1004,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.201.11,FAIL,100% packet loss
1005,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.101.6,FAIL,100% packet loss
1006,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.201.12,FAIL,100% packet loss
1007,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.101.1,FAIL,100% packet loss
1008,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.201.7,FAIL,100% packet loss
1009,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.101.2,FAIL,100% packet loss
1010,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.201.8,FAIL,100% packet loss
1011,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.101.3,FAIL,100% packet loss
1012,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.201.9,FAIL,100% packet loss
1013,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.101.4,FAIL,100% packet loss
1014,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.201.10,FAIL,100% packet loss
1015,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.101.11,FAIL,100% packet loss
1016,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.201.14,FAIL,100% packet loss
1017,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.101.12,FAIL,100% packet loss
1018,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.201.15,FAIL,100% packet loss
1019,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.101.13,FAIL,100% packet loss
1020,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.201.16,FAIL,100% packet loss
1021,leaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC2 - 192.168.201.8 Destination: 192.168.101.5,FAIL,100% packet loss
1022,leaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC2 - 192.168.201.8 Destination: 192.168.201.11,FAIL,100% packet loss
1023,leaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC2 - 192.168.201.8 Destination: 192.168.101.6,FAIL,100% packet loss
1024,leaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC2 - 192.168.201.8 Destination: 192.168.201.12,FAIL,100% packet loss
1025,leaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC2 - 192.168.201.8 Destination: 192.168.101.1,FAIL,100% packet loss
1026,leaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC2 - 192.168.201.8 Destination: 192.168.201.7,FAIL,100% packet loss
1027,leaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC2 - 192.168.201.8 Destination: 192.168.101.2,FAIL,100% packet loss
1028,leaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC2 - 192.168.201.8 Destination: 192.168.201.8,FAIL,100% packet loss
1029,leaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC2 - 192.168.201.8 Destination: 192.168.101.3,FAIL,100% packet loss
1030,leaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC2 - 192.168.201.8 Destination: 192.168.201.9,FAIL,100% packet loss
1031,leaf2-DC2,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC2 - 192.168.201.8 Destination: 192.168.101.4,FAIL,100% packet loss
